PFAM	Description	Type	Subset_Count	total_PFAMs_subset	total_genes_subset	Rest_Count	total_PFAMs_rest	total_genes_rest	Odds_ratio	P_Value	P_Value_Adj
PF09377	SBDS protein, domain II	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06464	DMAP1-binding Domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16589	BRCT domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF25579	E3 ubiquitin-protein ligase TRIP12-like, TPR repeats	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03879	Cgr1 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23389	WDR19 first beta-propeller	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03404	Mo-co oxidoreductase dimerisation domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF04939	Ribosome biogenesis regulatory protein (RRS1)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01288	7,8-dihydro-6-hydroxymethylpterin-pyrophosphokinase (HPPK)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16641	CLIP1 zinc knuckle	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10998	Protein of unknown function (DUF2838)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01210	NAD-dependent glycerol-3-phosphate dehydrogenase N-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12900	Pyridoxamine 5'-phosphate oxidase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01115	F-actin capping protein, beta subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10262	Rdx family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11789	Zinc-finger of the MIZ type in Nse subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04983	RNA polymerase Rpb1, domain 3	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF16491	CAAX prenyl protease N-terminal, five membrane helices	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08621	RPAP1-like, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11715	Nucleoporin Nup120/160, beta-propeller domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13519	von Willebrand factor type A domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14641	Helix-turn-helix DNA-binding domain of SPT6	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10375	GRAB domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16381	Coatomer subunit gamma-1 C-terminal appendage platform	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09341	Transcription factor Pcc1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25172	WDR3 second beta-propeller domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03824	High-affinity nickel-transport protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02935	Cytochrome c oxidase subunit VIIc	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14663	Rapamycin-insensitive companion of mTOR RasGEF_N domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14560	Ubiquitin-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09446	VMA21-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12090	Spt20, SEP domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13639	Ring finger domain	Other	0	172	181	18	10809	10903	0.0000	1.0	1.0
PF01344	Kelch motif	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF08323	Starch synthase catalytic domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF15458	Nineteen complex-related protein 2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00383	Cytidine and deoxycytidylate deaminase zinc-binding region	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF20237	Family of unknown function (DUF6594)	Other	0	172	181	9	10809	10903	0.0000	1.0	1.0
PF08315	cwf18 pre-mRNA splicing factor	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14441	OTT_1508-like deaminase	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00291	Pyridoxal-phosphate dependent enzyme	Other	0	172	181	10	10809	10903	0.0000	1.0	1.0
PF05327	RNA polymerase I specific transcription initiation factor RRN3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21236	26S proteasome regulatory subunit 7, OB domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25326	SRB8 ARM-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04768	NAT, N-acetyltransferase, of N-acetylglutamate synthase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03770	Inositol polyphosphate kinase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF22613	Transketolase-like TK C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03153	Transcription factor IIA, alpha/beta subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00278	Pyridoxal-dependent decarboxylase, C-terminal sheet domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01851	Proteasome/cyclosome repeat	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF18376	Mevalonate 5-diphosphate decarboxylase C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07940	Heparinase II/III-like, C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17104	YBL010C/LAA2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01780	Ribosomal L37ae protein family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00164	Ribosomal protein S12/S23	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01592	NifU-like N terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00536	SAM domain (Sterile alpha motif)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24951	PAC1 LisH domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF10197	N-terminal domain of CBF1 interacting co-repressor CIR	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01071	Phosphoribosylglycinamide synthetase, ATP-grasp (A) domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04998	RNA polymerase Rpb1, domain 5	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF08581	Tup N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04488	Glycosyltransferase sugar-binding region containing DXD motif	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF00231	ATP synthase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08634	Mitochondrial protein Pet127	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07575	Nup85 Nucleoporin	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08825	E2 binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09177	Syntaxin 6/10/61, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12906	RING-variant domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF14479	Prion-inhibition and propagation	NLR-associated	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF02204	Vacuolar sorting protein 9 (VPS9) domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF19445	C-terminal region of eIF3h	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03456	uDENN domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF14844	PH domain associated with Beige/BEACH	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13452	FAS1-like, dehydratase domain region	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF21902	PTM1-like, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07731	Multicopper oxidase	Other	0	172	181	16	10809	10903	0.0000	1.0	1.0
PF14636	Folliculin-interacting protein N-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20233	Family of unknown function (DUF6590)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF16508	Second BRCT domain on Nijmegen syndrome breakage protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02836	Glycosyl hydrolases family 2, TIM barrel domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF08659	KR domain	Other	0	172	181	14	10809	10903	0.0000	1.0	1.0
PF00378	Enoyl-CoA hydratase/isomerase	Other	0	172	181	8	10809	10903	0.0000	1.0	1.0
PF01997	Translin family	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01425	Amidase	Other	0	172	181	14	10809	10903	0.0000	1.0	1.0
PF21314	Epidermal growth factor receptor transmembrane-juxtamembrane segment	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00806	Pumilio-family RNA binding repeat	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF00288	GHMP kinases N terminal domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF01693	Ribonuclease H1 N-terminal domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF07676	WD40-like Beta Propeller Repeat	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08030	Ferric reductase NAD binding domain	Other	0	172	181	12	10809	10903	0.0000	1.0	1.0
PF22461	SLBB domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16418	CCR4-NOT transcription complex subunit 1 HEAT repeat	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10275	Peptidase C65 Otubain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02737	3-hydroxyacyl-CoA dehydrogenase, NAD binding domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00627	UBA/TS-N domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF08509	Adenylate cyclase G-alpha binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16978	SAPK-interacting protein 1 (Sin1), middle CRIM domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13439	Glycosyltransferase Family 4	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08651	DASH complex subunit Duo1	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23489	V-type proton ATPase subunit f-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01262	Alanine dehydrogenase/PNT, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16835	Pre-mRNA-splicing factor SF3a complex subunit 2 (Prp11)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05021	NPL4 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00939	Sodium:sulfate symporter transmembrane region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00134	Cyclin, N-terminal domain	Other	0	172	181	7	10809	10903	0.0000	1.0	1.0
PF06041	Bacterial protein of unknown function (DUF924)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05224	NDT80 / PhoG like DNA-binding  family	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF04990	RNA polymerase Rpb1, domain 7	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04851	Type III restriction enzyme, res subunit	Other	0	172	181	5	10809	10903	0.0000	1.0	1.0
PF23627	WDR26 Lis-homology motif	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04199	Putative cyclase	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03641	Possible lysine decarboxylase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01195	Peptidyl-tRNA hydrolase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20179	MSS51 C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12464	Maltose acetyltransferase hexapeptide capping motif	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF00306	ATP synthase alpha/beta chain, C terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00483	Nucleotidyl transferase	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF08518	Spa2 homology domain (SHD) of GIT	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10178	Proteasome assembly chaperone 3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10310	Family of unknown function (DUF5427)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24818	TRF2/HOY1 PH-like domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01613	Flavin reductase like domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF00995	Sec1 family	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF12756	C2H2 type zinc-finger (2 copies)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF21310	Inositol polyphosphate 5-phosphatase OCRL-like, ASH domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12473	Kinesin protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02179	BAG domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00254	FKBP-type peptidyl-prolyl cis-trans isomerase	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF25318	GDS1 winged helix domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00370	FGGY family of carbohydrate kinases, N-terminal domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF23042	Transcription elongation factor SPT5, KOW1 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24065	DNA polymerase zeta catalytic subunit, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03485	Arginyl tRNA synthetase N terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02734	DAK2 domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03067	Lytic polysaccharide mono-oxygenase, cellulose-degrading	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF11696	Protein of unknown function (DUF3292)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20981	AAR2 N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04499	SIT4 phosphatase-associated protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16417	CCR4-NOT transcription complex subunit 1 TTP binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12397	U3 small nucleolar RNA-associated protein 10	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02867	Ribonucleotide reductase, barrel domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04410	Gar1/Naf1 RNA binding region	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF13802	Glycosyl hydrolase 31 N-terminal galactose mutarotase-like domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF04148	Transmembrane adaptor Erv26	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01717	Cobalamin-independent synthase, Catalytic domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF05676	NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10431	C-terminal, D2-small domain, of ClpB protein	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF01253	Translation initiation factor SUI1	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF12769	4TM region of pyridine nucleotide transhydrogenase, mitoch	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08883	Dopa 4,5-dioxygenase family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09731	Mitochondrial inner membrane protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17254	Family of unknown function (DUF5321)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20520	V0 complex accessory subunit Ac45/VOA1 transmembrane domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01283	Ribosomal protein S26e	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13668	Ferritin-like domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF07189	Splicing factor 3B subunit 10 (SF3b10)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03801	HEC/Ndc80p family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF17862	AAA+ lid domain	Other	0	172	181	18	10809	10903	0.0000	1.0	1.0
PF00645	Poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24345	EVH1 domain-like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25033	VPS13-like family middle region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11915	Protein of unknown function (DUF3433)	Other	0	172	181	12	10809	10903	0.0000	1.0	1.0
PF03847	Transcription initiation factor TFIID subunit A	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00215	Orotidine 5'-phosphate decarboxylase / HUMPS family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04265	Thiamin pyrophosphokinase, vitamin B1 binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15365	Proline-rich nuclear receptor coactivator motif	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01192	RNA polymerase Rpb6	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01036	Bacteriorhodopsin-like protein	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01466	Skp1 family, dimerisation domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12460	RNAPII transcription regulator C-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09351	Domain of unknown function (DUF1993)	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF21530	DNA helicase Pif1, 2B domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF11700	Vacuole effluxer Atg22 like	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF05328	CybS, succinate dehydrogenase cytochrome B small subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03800	Nuf2 family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF16503	Zinc-ribbon	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00168	C2 domain	NLR-associated	0	172	181	13	10809	10903	0.0000	1.0	1.0
PF09273	Rubisco LSMT substrate-binding	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF20150	2EXR family	Other	0	172	181	20	10809	10903	0.0000	1.0	1.0
PF08219	Outer membrane protein TOM13	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF22516	PreP C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09369	MrfA Zn-binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14618	Domain of unknown function (DUF4452)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12519	Mitochondrial distribution and morphology protein 10	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09759	Spinocerebellar ataxia type 10 protein domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09797	N-acetyltransferase B complex (NatB) non catalytic subunit	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21192	NMD3 OB-fold domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03587	EMG1/NEP1 methyltransferase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25432	PRPF40A-like, FF domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01729	Quinolinate phosphoribosyl transferase, C-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07687	Peptidase dimerisation domain	Other	0	172	181	7	10809	10903	0.0000	1.0	1.0
PF00832	Ribosomal L39 protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF25481	Nucleoprotein TPR-like domain	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF11711	Inner membrane protein import complex subunit Tim54	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10392	Conserved oligomeric Golgi complex subunit 5, N-terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12451	Vacuolar protein sorting protein 11 C terminal	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02928	C5HC2 zinc finger	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03907	Spo7-like protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10198	Histone acetyltransferases subunit 3	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF09110	HAND	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF21509	Fungal polycomb repressive complex 2, Ezh2-like, preSET CXC domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00368	Hydroxymethylglutaryl-coenzyme A reductase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF12745	Anticodon binding domain of tRNAs	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02301	HORMA domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF02798	Glutathione S-transferase, N-terminal domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF14686	Polysaccharide lyase family 4, domain II	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF15044	Mitochondrial function, CLU-N-term	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00658	MLLE domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04068	Possible Fer4-like domain in RNase L inhibitor, RLI	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF17830	STI1/HOP, DP domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06480	FtsH Extracellular	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01740	STAS domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF06418	CTP synthase N-terminus	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23681	ATP-dependent rRNA helicase SPB4-like, C-terminal tail	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01208	Uroporphyrinogen decarboxylase (URO-D)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13892	DNA-binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00384	Molybdopterin oxidoreductase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01764	Lipase (class 3)	Other	0	172	181	6	10809	10903	0.0000	1.0	1.0
PF11312	Putative SAM-dependent methyltransferase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08158	SDA1, HEAT repeat	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF14612	IEC3 subunit of the Ino80 complex, chromatin re-modelling	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF08242	Methyltransferase domain	Other	0	172	181	14	10809	10903	0.0000	1.0	1.0
PF12829	Transcriptional regulation of mitochondrial recombination	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01644	Chitin synthase	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF00576	HIUase/Transthyretin family	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23593	Serine/threonine-protein kinase ATR-like, HEAT repeats	NLR-associated	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF01920	Prefoldin subunit	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF03126	Plus-3 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07967	NuBaID N-terminal domain (aka zf-C3HC)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF00218	Indole-3-glycerol phosphate synthase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF10259	Rogdi leucine zipper containing protein	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01501	Glycosyl transferase family 8	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF13671	AAA domain	NLR-associated	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF06991	Microfibril-associated/Pre-mRNA processing	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF23562	AMP-binding enzyme C-terminal domain	Other	0	172	181	4	10809	10903	0.0000	1.0	1.0
PF08696	DNA replication factor Dna2	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF07741	Brf1-like TBP-binding domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF01121	Dephospho-CoA kinase	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF13602	Zinc-binding dehydrogenase	Other	0	172	181	11	10809	10903	0.0000	1.0	1.0
PF12770	CHAT domain	Other	0	172	181	3	10809	10903	0.0000	1.0	1.0
PF01417	ENTH domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF20222	Family of unknown function (DUF6581)	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF02774	Semialdehyde dehydrogenase, dimerisation domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF04795	PAPA-1-like conserved region	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF24807	CDC20/Fizzy WD40 domain	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF07983	X8 domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
PF03463	eRF1 domain 1	Other	0	172	181	2	10809	10903	0.0000	1.0	1.0
PF03345	OST48, N-terminal domain	Other	0	172	181	1	10809	10903	0.0000	1.0	1.0
